"","topic","term","beta"
"3100",10,"квартира",3.1999499663338e-19
"3101",1,"кожаный",1.16936121505968e-55
"3102",2,"кожаный",1.42740378186663e-67
"3103",3,"кожаный",8.78638023255655e-56
"3104",4,"кожаный",1.40200473134528e-55
"3105",5,"кожаный",0.000395327337291423
"3106",6,"кожаный",1.17731232041805e-55
"3107",7,"кожаный",1.17107225034414e-55
"3108",8,"кожаный",1.341556072252e-55
"3109",9,"кожаный",9.84485184730675e-56
"3110",10,"кожаный",1.50825676246215e-55
"3111",1,"контрольный",0.00021817265328478
"3112",2,"контрольный",9.15009576097989e-321
"3113",3,"контрольный",3.94107068950891e-315
"3114",4,"контрольный",0.000808968431317165
"3115",5,"контрольный",5.90050364197683e-36
"3116",6,"контрольный",1.76915725353051e-184
"3117",7,"контрольный",1.2400698445401e-55
"3118",8,"контрольный",1.48724351442822e-54
"3119",9,"контрольный",1.55398591949755e-113
"3120",10,"контрольный",6.86362129447762e-64
"3121",1,"литература",1.28806281585834e-287
"3122",2,"литература",1.44602073992816e-10
"3123",3,"литература",1.43991387985556e-11
"3124",4,"литература",0.000973223642496027
"3125",5,"литература",7.18105952028819e-55
"3126",6,"литература",5.77700643018268e-50
"3127",7,"литература",9.84416822726115e-59
"3128",8,"литература",7.17130709071995e-300
"3129",9,"литература",1.89408462676304e-18
"3130",10,"литература",1.42272243967953e-29
"3131",1,"лицо",0.00108780915573993
"3132",2,"лицо",0.000264679831367568
"3133",3,"лицо",0.00184331824708355
"3134",4,"лицо",0.000590640517426641
"3135",5,"лицо",0.00210306771934663
"3136",6,"лицо",0.000592125121365004
"3137",7,"лицо",0.00789038627915067
"3138",8,"лицо",0.000202123062936393
"3139",9,"лицо",0.00690548960174541
"3140",10,"лицо",0.0141522428795641
"3141",1,"мода",1.56826760713654e-50
"3142",2,"мода",0.000346188126547479
"3143",3,"мода",9.14880960689206e-05
"3144",4,"мода",1.19347997457151e-299
"3145",5,"мода",9.93383243759124e-21
"3146",6,"мода",2.93318757349161e-14
"3147",7,"мода",4.81666441711854e-18
"3148",8,"мода",2.76921575851117e-300
"3149",9,"мода",2.36674539123743e-14
"3150",10,"мода",6.24484139436041e-299
"3151",1,"мужчина",0.000197595698429664
"3152",2,"мужчина",1.15403711897748e-11
"3153",3,"мужчина",5.50970257688995e-279
"3154",4,"мужчина",4.7684031317766e-181
"3155",5,"мужчина",1.4769703273306e-214
"3156",6,"мужчина",8.68291766577638e-60
"3157",7,"мужчина",2.50343755647256e-08
"3158",8,"мужчина",0.00126329861099992
"3159",9,"мужчина",1.77315315401992e-243
"3160",10,"мужчина",1.72543741301215e-93
"3161",1,"нечего",8.07039220920054e-12
"3162",2,"нечего",0.000407352098273141
"3163",3,"нечего",3.20927726644062e-10
"3164",4,"нечего",1.52649487766e-46
"3165",5,"нечего",6.94954290370562e-43
"3166",6,"нечего",3.8074615421066e-304
"3167",7,"нечего",0.000915610118907892
"3168",8,"нечего",1.58152707102751e-47
"3169",9,"нечего",1.07485052862825e-15
"3170",10,"нечего",1.37593337252162e-132
"3171",1,"николай",0.00093596025652574
"3172",2,"николай",0.00334975383674763
"3173",3,"николай",1.80936778970226e-08
"3174",4,"николай",9.46268679174184e-15
"3175",5,"николай",3.9014900777245e-18
"3176",6,"николай",6.12567720705992e-08
"3177",7,"николай",1.0114095349779e-06
"3178",8,"николай",6.93717233033726e-10
"3179",9,"николай",1.17071798907219e-22
"3180",10,"николай",0.00169854966275383
"3181",1,"ничего",0.000100456371964158
"3182",2,"ничего",0.00375011622552086
"3183",3,"ничего",0.00144400726905185
"3184",4,"ничего",3.71770998626592e-15
"3185",5,"ничего",2.98264504623144e-27
"3186",6,"ничего",0.000407173157334442
"3187",7,"ничего",6.05168468434436e-30
"3188",8,"ничего",0.000366823589246102
"3189",9,"ничего",0.00402094632548398
"3190",10,"ничего",3.74148548308943e-41
"3191",1,"нкть",3.72007597602084e-44
"3192",2,"нкть",0.000314302427007789
"3193",3,"нкть",3.72007597602084e-44
"3194",4,"нкть",4.94065645841247e-324
"3195",5,"нкть",3.72007597602084e-44
"3196",6,"нкть",3.72007597602084e-44
"3197",7,"нкть",3.72007597602084e-44
"3198",8,"нкть",0
"3199",9,"нкть",0.000146570414388348
"3200",10,"нкть",2.29098239976586e-320
"3201",1,"нхи",1.94807320499212e-312
"3202",2,"нхи",0.000272004956591618
"3203",3,"нхи",4.98544364119056e-307
"3204",4,"нхи",2.90158340110918e-305
"3205",5,"нхи",1.13290651533047e-265
"3206",6,"нхи",3.26379581046021e-62
"3207",7,"нхи",2.69340217671534e-313
"3208",8,"нхи",0.000139689378380726
"3209",9,"нхи",1.42138823662133e-19
"3210",10,"нхи",3.62912094698282e-306
"3211",1,"областной",0.000806416635768461
"3212",2,"областной",5.42300643383341e-135
"3213",3,"областной",2.114069542604e-10
"3214",4,"областной",0.00121388772690537
"3215",5,"областной",1.56356056093306e-306
"3216",6,"областной",5.06611051437398e-28
"3217",7,"областной",7.52866344473081e-06
"3218",8,"областной",9.94213225270122e-20
"3219",9,"областной",1.92802134143636e-30
"3220",10,"областной",1.25080704205329e-53
"3221",1,"обстановка",2.80379704142109e-315
"3222",2,"обстановка",1.21589555441531e-320
"3223",3,"обстановка",1.70502054379814e-320
"3224",4,"обстановка",1.03369302690901e-102
"3225",5,"обстановка",0.00212039208183582
"3226",6,"обстановка",4.44854828705093e-39
"3227",7,"обстановка",4.9930323575281e-318
"3228",8,"обстановка",7.18766002328846e-22
"3229",9,"обстановка",3.57022430985398e-233
"3230",10,"обстановка",2.85791059141938e-81
"3231",1,"онл",2.4537363353655e-314
"3232",2,"онл",0.000179857541165173
"3233",3,"онл",1.22169686572298e-226
"3234",4,"онл",5.89036817231905e-139
"3235",5,"онл",1.58048804668404e-288
"3236",6,"онл",1.04486490184362e-39
"3237",7,"онл",9.79728219719566e-315
"3238",8,"онл",3.82180411492908e-52
"3239",9,"онл",0.000537370832444935
"3240",10,"онл",1.18376835729288e-307
"3241",1,"оратор",9.76330463792998e-12
"3242",2,"оратор",2.96117679004596e-06
"3243",3,"оратор",0.000621617341641942
"3244",4,"оратор",0.000445429323522513
"3245",5,"оратор",9.59440094711769e-76
"3246",6,"оратор",2.05859071525699e-53
"3247",7,"оратор",2.06590463368272e-28
"3248",8,"оратор",0.00392727440582089
"3249",9,"оратор",5.70677887384329e-18
"3250",10,"оратор",4.25888446672623e-30
"3251",1,"первый",0.000946287413702584
"3252",2,"первый",0.00107788088275104
"3253",3,"первый",0.0012461331544079
"3254",4,"первый",0.00131896834488128
"3255",5,"первый",6.06253420518299e-05
"3256",6,"первый",0.00036450449090952
"3257",7,"первый",4.4842077290717e-06
"3258",8,"первый",0.000900170093437805
"3259",9,"первый",0.000886232867173899
"3260",10,"первый",0.000216806617447197
"3261",1,"перед",0.000403333088670751
"3262",2,"перед",0.00636335921768629
"3263",3,"перед",0.008568979279646
"3264",4,"перед",0.00320375180223302
"3265",5,"перед",1.34758959945183e-32
"3266",6,"перед",1.66542782881156e-11
"3267",7,"перед",1.71024052062928e-09
"3268",8,"перед",0.00385882755305277
"3269",9,"перед",9.45174942873642e-07
"3270",10,"перед",7.19172708850652e-36
"3271",1,"плеханов",1.71307260569255e-307
"3272",2,"плеханов",1.93029664209301e-16
"3273",3,"плеханов",0.000457440480424322
"3274",4,"плеханов",3.95021409052723e-312
"3275",5,"плеханов",7.18247932641712e-319
"3276",6,"плеханов",3.83210162251679e-314
"3277",7,"плеханов",6.53637141586499e-181
"3278",8,"плеханов",5.4336638410847e-313
"3279",9,"плеханов",8.42153937381941e-302
"3280",10,"плеханов",1.16026052370395e-311
"3281",1,"посланник",4.05433405926386e-292
"3282",2,"посланник",7.62407354068537e-27
"3283",3,"посланник",0.000701408736650992
"3284",4,"посланник",4.97574950720149e-45
"3285",5,"посланник",3.06512882401503e-79
"3286",6,"посланник",2.61309407438858e-310
"3287",7,"посланник",2.57995873391263e-33
"3288",8,"посланник",9.35916372659692e-40
"3289",9,"посланник",3.72137857005795e-128
"3290",10,"посланник",9.79057277847195e-226
"3291",1,"почему",0.00046677830197316
"3292",2,"почему",0.0049878006530712
"3293",3,"почему",3.71998313882458e-09
"3294",4,"почему",0.00136333640972714
"3295",5,"почему",1.098794481218e-43
"3296",6,"почему",3.19644840712197e-18
"3297",7,"почему",5.32424965318928e-24
"3298",8,"почему",4.76294347227084e-11
"3299",9,"почему",0.0062111583511823
"3300",10,"почему",5.69066121581283e-33
"3301",1,"правило",1.38070671020189e-38
"3302",2,"правило",0.000189688334194937
"3303",3,"правило",0.000302019711046574
"3304",4,"правило",0.000170505936727629
"3305",5,"правило",1.80819476780966e-66
"3306",6,"правило",1.74943393829313e-20
"3307",7,"правило",0.00246229424684128
"3308",8,"правило",4.22901329347766e-08
"3309",9,"правило",5.38546012854868e-21
"3310",10,"правило",0.000593710280568769
"3311",1,"продавать",1.8217494535459e-36
"3312",2,"продавать",0
"3313",3,"продавать",5.61342564835449e-319
"3314",4,"продавать",4.28656001590886e-169
"3315",5,"продавать",2.81276550832124e-11
"3316",6,"продавать",1.47172947253281e-36
"3317",7,"продавать",2.44164277780869e-317
"3318",8,"продавать",6.49813864190654e-10
"3319",9,"продавать",5.37005304377823e-153
"3320",10,"продавать",0.00314094031346559
"3321",1,"продажа",3.79523358022127e-23
"3322",2,"продажа",5.35171570165803e-88
"3323",3,"продажа",2.56449176644197e-53
"3324",4,"продажа",4.1178718265964e-12
"3325",5,"продажа",0.000753575589140881
"3326",6,"продажа",3.82803155685519e-16
"3327",7,"продажа",3.79526653108783e-35
"3328",8,"продажа",4.80598853885334e-16
"3329",9,"продажа",1.74958554564341e-11
"3330",10,"продажа",0.00890099392712095
"3331",1,"пункт",0.00144296422785874
"3332",2,"пункт",3.42873183040561e-34
"3333",3,"пункт",0.000424834792233445
"3334",4,"пункт",3.75445581384120e-11
"3335",5,"пункт",2.59871840960704e-23
"3336",6,"пункт",0.000952625552388879
"3337",7,"пункт",0.000395016422284381
"3338",8,"пункт",0.00318887462110276
"3339",9,"пункт",4.40763110516235e-23
"3340",10,"пункт",1.72594499928137e-14
"3341",1,"рабочахь",9.35945947541917e-311
"3342",2,"рабочахь",9.77895038369473e-86
"3343",3,"рабочахь",2.3254750398089e-179
"3344",4,"рабочахь",0.00053527317251742
"3345",5,"рабочахь",6.77924931357688e-314
"3346",6,"рабочахь",5.55981451637848e-311
"3347",7,"рабочахь",9.98612353592308e-312
"3348",8,"рабочахь",6.39937661346384e-309
"3349",9,"рабочахь",6.90924902751312e-313
"3350",10,"рабочахь",1.743866535956e-89
"3351",1,"рад",9.87657911004895e-19
"3352",2,"рад",6.83806691747889e-27
"3353",3,"рад",0.00643377671918301
"3354",4,"рад",1.1387837410296e-22
"3355",5,"рад",6.34983639073574e-34
"3356",6,"рад",1.18722873370637e-06
"3357",7,"рад",7.99365490714993e-14
"3358",8,"рад",7.75027229208041e-17
"3359",9,"рад",2.26280170151271e-36
"3360",10,"рад",1.62392764914624e-40
"3361",1,"революцш",0.000268724962053714
"3362",2,"революцш",0.000922021180758472
"3363",3,"революцш",0.00401458506140796
"3364",4,"революцш",0.00282542426187148
"3365",5,"революцш",2.14356241566992e-66
"3366",6,"революцш",1.70938269815513e-32
"3367",7,"революцш",2.60990428885611e-15
"3368",8,"революцш",0.004255216335579
"3369",9,"революцш",3.24261608330829e-30
"3370",10,"революцш",7.66252269959749e-39
"3371",1,"резиновый",1.16936121505968e-55
"3372",2,"резиновый",1.42740378186663e-67
"3373",3,"резиновый",8.78638023255655e-56
"3374",4,"резиновый",1.40200473134528e-55
"3375",5,"резиновый",0.000395327337291423
"3376",6,"резиновый",1.17731232041805e-55
"3377",7,"резиновый",1.17107225034414e-55
"3378",8,"резиновый",1.341556072252e-55
"3379",9,"резиновый",9.84485184730675e-56
"3380",10,"резиновый",1.50825676246215e-55
"3381",1,"русский",3.61963927281683e-09
"3382",2,"русский",0.0112808483191661
"3383",3,"русский",0.00214562365960987
"3384",4,"русский",0.00262571958031002
"3385",5,"русский",0.00190517980667833
"3386",6,"русский",0.00146726434329964
"3387",7,"русский",4.03871553994139e-08
"3388",8,"русский",0.0155263058010136
"3389",9,"русский",0.00335254793308321
"3390",10,"русский",1.78930494860388e-14
"3391",1,"сент",4.44569014785471e-36
"3392",2,"сент",1.91398051642419e-33
"3393",3,"сент",0.00230356178004128
"3394",4,"сент",1.68883845835236e-07
"3395",5,"сент",0.000724702365556883
"3396",6,"сент",0.000822574549282411
"3397",7,"сент",0.00191706158837772
"3398",8,"сент",3.73795460321108e-19
"3399",9,"сент",2.2094193790961e-19
"3400",10,"сент",3.10238726521225e-38
"3401",1,"слово",0.00310494836479741
"3402",2,"слово",0.00361997336188556
"3403",3,"слово",0.00203159535079681
"3404",4,"слово",0.00236254408761329
"3405",5,"слово",0.00110794747389536
"3406",6,"слово",1.25167904402783e-10
"3407",7,"слово",2.65913498839424e-09
"3408",8,"слово",0.00108084501452987
"3409",9,"слово",0.0073770666018496
"3410",10,"слово",1.10803023348973e-15
"3411",1,"служба",0.00296159338980089
"3412",2,"служба",1.62617317593336e-08
"3413",3,"служба",0.00153529670621491
"3414",4,"служба",7.11809609548138e-11
"3415",5,"служба",7.60517795738513e-42
"3416",6,"служба",7.0859216654157e-17
"3417",7,"служба",0.000540874170232904
"3418",8,"служба",0.00164125930719492
"3419",9,"служба",1.81118465235535e-09
"3420",10,"служба",0.00215312985228636
"3421",1,"соватый",0.000974072003237029
"3422",2,"соватый",0.000197821786606656
"3423",3,"соватый",1.90699175432945e-18
"3424",4,"соватый",5.95531468508612e-09
"3425",5,"соватый",3.25629873903271e-308
"3426",6,"соватый",4.00108893370345e-59
"3427",7,"соватый",4.48645176152066e-26
"3428",8,"соватый",4.47145723931374e-33
"3429",9,"соватый",2.34358910453979e-306
"3430",10,"соватый",5.80463794262474e-27
"3431",1,"совещательный",1.26419448816111e-05
"3432",2,"совещательный",2.89377942727037e-46
"3433",3,"совещательный",1.05136181303726e-318
"3434",4,"совещательный",0.00110405049366857
"3435",5,"совещательный",1.30734012725204e-308
"3436",6,"совещательный",9.1850066443408e-23
"3437",7,"совещательный",1.18944351132502e-59
"3438",8,"совещательный",2.51841130348517e-313
